Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,FEDFUNDS
2020-08-27,81.83967766198782,81.9082665554594,80.45796486880047,80.9405746459961,31350000,0.0,0.0,0.1
2020-08-28,80.9878015351671,81.578254599489,80.79595130951779,81.48282623291016,22418000,0.0,0.0,0.1
2020-08-31,81.68858693545364,81.73481087660946,80.78202889543032,80.99077606201172,26422000,0.0,0.0,0.1
2020-09-01,81.12149404801256,82.4664249577618,80.99077774508915,82.26065826416016,22652000,0.0,0.0,0.09
2020-09-02,82.90329945155932,85.79048692020802,82.51463157856575,85.35758209228516,49522000,0.0,0.0,0.09
2020-09-03,84.46940392043874,84.49326290455323,79.90627082574188,80.98977661132812,63726000,0.0,0.0,0.09
2020-09-04,79.9703845653995,81.26213695367561,76.44005883946305,78.58917236328125,55850000,0.0,0.0,0.09
2020-09-08,75.79543535770674,77.31382552082441,75.37296596313182,75.7258529663086,54032000,0.0,0.0,0.09
2020-09-09,76.98330502665233,77.47137522065788,75.80387789691835,76.90030670166016,39242000,0.0,0.0,0.09
2020-09-10,77.04692255801713,78.2139195980951,75.54691599071744,75.84761047363281,33024000,0.0,0.0,0.09
2020-09-11,75.95199531103415,76.4763469616179,74.20596650266565,75.33618927001953,30706000,0.0,0.0,0.09
2020-09-14,76.1259493898354,77.38589499714708,74.80686443810404,74.99175262451172,42660000,0.0,0.0,0.09
2020-09-15,75.93906003587539,77.08717306497414,75.65128855538055,76.29840087890625,23042000,0.0,0.0,0.09
2020-09-16,76.6642279768658,77.25518157623212,75.12893322558484,75.1537857055664,22128000,0.0,0.0,0.09
2020-09-17,73.84761090080998,74.48628243014171,72.6870752482164,73.90874481201172,40008000,0.0,0.0,0.09
2020-09-18,73.97136844028508,74.31431290168403,71.15426397893309,72.12195587158203,63056000,0.0,0.0,0.09
2020-09-21,71.15426008539798,71.57374135498944,69.7158879948573,71.08070373535156,56908000,0.0,0.0,0.09
2020-09-22,72.08368049041434,72.76211436301082,71.04888625206182,72.55584716796875,33950000,0.0,0.0,0.09
2020-09-23,72.17165912823069,72.22086354249963,69.71589017051375,70.04938507080078,37726000,0.0,0.0,0.09
2020-09-24,69.71589975426382,71.47087007762757,69.68955324398813,70.71887969970703,34552000,0.0,0.0,0.09
2020-09-25,70.82772346753602,71.8659912364517,69.96440136049542,71.5240478515625,30326000,0.0,0.0,0.09
2020-09-28,73.16072992273372,73.2104272911329,71.8828940164798,72.49819946289062,30784000,0.0,0.0,0.09
2020-09-29,72.7591433452389,73.16122715906542,72.26659105249696,72.864013671875,31816000,0.0,0.0,0.09
2020-09-30,72.6115193753347,73.8669903475037,72.35406834665217,72.84313201904297,40924000,0.0,0.0,0.09
2020-10-01,73.74075053796886,74.30785267032597,73.39979305550085,73.95148468017578,32884000,0.0,0.0,0.09
2020-10-02,72.54642144410785,73.51064002819155,71.93608336632047,72.34612274169922,31222000,0.0,0.0,0.09
2020-10-05,72.69651361378078,73.79244186933461,72.56927833560445,73.69950103759766,21602000,0.0,0.0,0.09
2020-10-06,73.33517880442524,73.7834865085433,71.81976938299223,72.11847686767578,26096000,0.0,0.0,0.09
2020-10-07,72.53049742587777,73.01061959688728,71.23427070532739,72.52204895019531,36108000,0.0,0.0,0.09
2020-10-08,72.83568170788425,73.95794893824119,72.83568170788425,73.72932434082031,26076000,0.0,0.0,0.09
2020-10-09,74.19800750030022,75.14184801100704,73.90675497144849,75.072265625,32966000,0.0,0.0,0.09
2020-10-12,76.44155027719509,78.94751706295844,76.0091384398916,77.76312255859375,55344000,0.0,0.0,0.09
2020-10-13,78.38043710290792,78.7855090172623,77.46691696804017,77.88639831542969,39072000,0.0,0.0,0.09
2020-10-14,78.260650468139,78.72038718391578,76.8342001360087,77.70597076416016,33174000,0.0,0.0,0.09
2020-10-15,76.76460726552439,78.10159001099542,76.59711660268248,77.3098373413086,31210000,0.0,0.0,0.09
2020-10-16,77.62594866135858,78.41521387294846,77.41869553894861,77.9177017211914,34194000,0.0,0.0,0.09
2020-10-19,78.32674837441711,78.72436525341296,75.6920521287433,76.04145050048828,29734000,0.0,0.0,0.09
2020-10-20,75.70149821624656,78.22287579830359,75.57177540854082,77.09165954589844,41670000,0.0,0.0,0.09
2020-10-21,78.02455591549942,80.27555922959226,77.88986565982232,78.82674407958984,60322000,0.0,0.0,0.09
2020-10-22,78.77754404877692,80.19007026421569,78.40378615239152,79.85408782958984,30512000,0.0,0.0,0.09
2020-10-23,80.2710916060795,81.21890610649227,80.11502229249383,81.16224670410156,30548000,0.0,0.0,0.09
2020-10-26,80.26860172055657,80.99325202151856,77.92167697056969,78.74225616455078,35826000,0.0,0.0,0.09
2020-10-27,78.97287554235537,79.62247545970848,78.37943448774232,79.4674072265625,25902000,0.0,0.0,0.09
2020-10-28,77.03847551060359,77.227337647025,74.97435486120591,75.08966064453125,45174000,0.0,0.0,0.09
2020-10-29,75.39880619390499,78.96342651481251,75.37544774712697,77.37992858886719,55406000,0.0,0.0,0.09
2020-10-30,82.8749736467606,83.56483656005452,79.60110528578043,80.32376861572266,99878000,0.0,0.0,0.09
2020-11-02,80.69305782818417,82.41771507364238,80.23082602459841,80.73182678222656,44228000,0.0,0.0,0.09
2020-11-03,81.05190383745204,82.45548100134074,80.12496031324108,81.7924575805664,31432000,0.0,0.0,0.09
2020-11-04,84.77060198741863,87.97389444504971,84.64237321504866,86.77210235595703,71342000,0.0,0.0,0.09
2020-11-05,87.99476927308801,89.0569036825963,86.5325380209437,87.59963989257812,39758000,0.0,0.0,0.09
2020-11-06,87.04496609456561,87.89785278158688,86.3163342135212,87.46196746826172,28622000,0.0,0.0,0.09
2020-11-09,89.26365456401794,90.30291578771504,87.35360869621603,87.54595184326172,53440000,0.0,0.0,0.09
2020-11-10,85.97289735781204,87.4445705616141,85.29446338242133,86.36802673339844,43022000,0.0,0.0,0.09
2020-11-11,86.89884409485616,87.61952049260559,86.63343751340416,86.8406982421875,31838000,0.0,0.0,0.09
2020-11-12,86.58074979573601,87.72290206818208,86.38045110337089,86.62150573730469,26474000,0.0,0.0,0.09
2020-11-13,86.87895838542859,88.3267725359587,86.28154336497948,88.08472442626953,29744000,0.0,0.0,0.09
2020-11-16,87.68114776395682,89.18214790375693,87.54148245352901,88.17269897460938,25468000,0.0,0.0,0.09
2020-11-17,87.86603369221503,88.32727199763137,87.45003341652357,87.5578842163086,21314000,0.0,0.0,0.09
2020-11-18,87.30837917941595,87.72388649162679,86.41026211105688,86.51314544677734,20108000,0.0,0.0,0.09
2020-11-19,86.1448670450726,87.64884779051145,85.98532428950664,87.40431213378906,20106000,0.0,0.0,0.09
2020-11-20,87.57478357997911,87.89088858732984,86.2328332252446,86.30142211914062,27694000,0.0,0.0,0.09
2020-11-23,86.49228192825137,86.77905996083152,84.99923725500729,85.86305236816406,22530000,0.0,0.0,0.09
2020-11-24,85.86006284010365,87.79744110482822,85.52357988648174,87.6692123413086,27984000,0.0,0.0,0.09
2020-11-25,87.86355757964036,87.99128581598679,86.89685155716043,87.68064880371094,19600000,0.0,0.0,0.09
2020-11-27,87.70102907629214,89.31485513585625,87.70102907629214,88.81832885742188,14790000,0.0,0.0,0.09
2020-11-30,88.25321783030253,88.48631692913746,86.87100448577954,87.19705200195312,32418000,0.0,0.0,0.09
2020-12-01,87.80639874029217,90.5429849598302,87.62597748505007,89.23284149169922,37350000,0.0,0.0,0.09
2020-12-02,89.23284036857012,91.09070148775342,88.72637917921868,90.70451354980467,29424000,0.0,0.0,0.09
2020-12-03,90.48433527145409,91.64189039742604,90.30838853043116,90.5489501953125,24728000,0.0,0.0,0.09
2020-12-04,90.46842430628462,90.92965499858234,90.13889580584842,90.64437103271484,20544000,0.0,0.0,0.09
2020-12-07,90.23631917808773,90.91922763871526,89.61455221034254,90.30988311767578,22288000,0.0,0.0,0.09
2020-12-08,89.88692308045691,90.25719997504892,89.0300624246609,90.02658081054688,19936000,0.0,0.0,0.09
2020-12-09,89.9783725209732,90.87350920428123,87.57478821418779,88.3630599975586,31728000,0.0,0.0,0.09
2020-12-10,87.60460132724097,88.2204073263684,86.15976766781456,87.85559844970703,28688000,0.0,0.0,0.09
2020-12-11,87.4753817040168,88.33572335928406,87.11454678589968,88.21096801757812,18628000,0.0,0.0,0.09
2020-12-14,88.00818452775862,88.9564919183181,86.93511421848308,87.09068298339844,33050000,0.0,0.0,0.09
2020-12-15,87.46841940879914,87.6741860909223,86.56434892342321,87.52906036376953,21352000,0.0,0.0,0.09
2020-12-16,87.92816381731794,87.92816381731794,86.9316454515067,87.3357162475586,24676000,0.0,0.0,0.09
2020-12-17,87.67070749496848,87.80887876729494,86.04147867230672,86.50668334960938,34880000,0.0,0.0,0.09
2020-12-18,86.78800624252257,86.89685053812563,85.23879516890149,85.79644775390625,85256000,0.0,0.0,0.09
2020-12-21,84.94704090919593,86.33223471277942,84.19505060654919,86.2109603881836,33974000,0.0,0.0,0.09
2020-12-22,85.95101985204195,86.11404360424658,84.7805417703521,85.49823760986328,20370000,0.0,0.0,0.09
2020-12-23,85.68264004353622,86.68561995001107,85.5469486953676,85.89635467529297,22974000,0.0,0.0,0.09
2020-12-24,85.93461307391874,86.60111749220657,85.70350097566532,86.19107818603516,9312000,0.0,0.0,0.09
2020-12-28,86.72537973740333,88.81733346093628,86.57180553015516,88.16921997070312,27650000,0.0,0.0,0.09
2020-12-29,88.82877056982713,88.89039743482031,87.232342027519,87.36405181884766,19726000,0.0,0.0,0.09
2020-12-30,87.72389024551863,87.86106803234938,85.88492069199823,86.29496002197266,21026000,0.0,0.0,0.09
2020-12-31,86.34565361015774,87.35112092422652,86.28699964379047,87.10957336425781,21070000,0.0,0.0,0.09
2021-01-04,87.47538543218987,87.599139702872,84.84814399864958,85.79198455810547,37324000,0.0,0.0,0.09
2021-01-05,85.74028389100147,86.82080159667439,85.33322505728125,86.48382568359375,20360000,0.0,0.0,0.09
2021-01-06,84.50619315150125,86.67866532532295,84.29943296719883,85.63044738769531,46588000,0.0,0.0,0.09
2021-01-07,85.82328752401315,88.36106903428461,85.82328752401315,88.1881103515625,41936000,0.0,0.0,0.09
2021-01-08,88.32826671520765,89.4316499567786,87.53601343092207,89.35560607910156,35484000,0.0,0.0,0.09
2021-01-11,88.32130495153285,88.68711490972898,87.08472547368993,87.29098510742188,34796000,0.0,0.0,0.09
2021-01-12,86.74774304931569,87.86802326248193,85.30738385866071,86.35360717773438,29528000,0.0,0.0,0.09
2021-01-13,85.85111746902506,87.29595870926626,85.85111746902506,86.84168243408203,23432000,0.0,0.0,0.09
2021-01-14,86.92220081349745,87.85063845973752,85.78899754957037,86.0300521850586,29212000,0.0,0.0,0.09
2021-01-15,85.93561021673791,86.86006623293285,85.07527616922907,85.86602783203125,31444000,0.0,0.0,0.09
2021-01-19,86.6304491305438,89.65431379811183,86.1249814473934,88.69158935546875,41660000,0.0,0.0,0.09
2021-01-20,90.77409403569013,94.41973327214448,90.43314413657636,93.4430923461914,64152000,0.0,0.0,0.09
2021-01-21,94.11804068686718,96.02807898344524,93.41027978575046,93.64586639404295,58634000,0.0,0.0,0.09
2021-01-22,94.00919324534368,94.65183871774155,93.26565141753518,94.0638656616211,32744000,0.0,0.0,0.09
2021-01-25,95.06685462644022,95.51815044109912,92.4038248156456,94.14935302734376,50586000,0.0,0.0,0.09
2021-01-26,93.737327345991,95.21645551264548,93.2472701569076,94.82878112792967,31462000,0.0,0.0,0.09
2021-01-27,93.18662453904426,93.46296709007444,89.32826428623379,90.4048080444336,82512000,0.0,0.0,0.09
2021-01-28,91.00422171146778,93.83672919484056,91.00422171146778,92.10760498046876,55278000,0.0,0.0,0.09
2021-01-29,91.15431055818836,91.82628299540802,89.54099274771156,90.82329559326172,44530000,0.0,0.0,0.09
2021-02-01,91.6796654516127,95.20601732159052,91.6796654516127,94.08921813964844,40252000,0.0,0.0,0.08
2021-02-02,95.08622766097348,96.88742156546064,94.7502376754134,95.38394165039062,66332000,0.0,0.0,0.08
2021-02-03,102.66478008616468,104.7030546909013,100.07729383277916,102.33028411865234,97882000,0.0,0.0,0.08
2021-02-04,102.4167778715064,102.84818869522056,101.14838378792469,102.06936645507812,48596000,0.0,0.0,0.08
2021-02-05,102.36409421870174,104.17225050561574,101.8889469672642,103.8188705444336,29866000,0.0,0.0,0.08
2021-02-08,104.37403256397174,105.1195613680001,102.55246052305,103.60464477539062,28828000,0.0,0.0,0.08
2021-02-09,103.12154429170882,104.29997793898023,102.88297719272808,103.15087127685548,21892000,0.0,0.0,0.08
2021-02-10,103.53605265825249,104.31836340710976,102.00026518992262,103.70205688476562,25102000,0.0,0.0,0.08
2021-02-11,103.92672035685406,104.07582005346,102.82631757565206,103.81488800048828,20480000,0.0,0.0,0.08
2021-02-12,103.36856239212288,104.34917724803692,103.0604053377822,104.12701416015624,18990000,0.0,0.0,0.08
2021-02-16,103.96399213946252,106.61757987938564,103.96399213946252,104.90584564208984,31004000,0.0,0.0,0.08
2021-02-17,104.0748342080274,105.4893551162404,103.79501819530232,105.29949188232422,20294000,0.0,0.0,0.08
2021-02-18,104.6225482470518,105.46698646969618,104.04252310285206,104.66280364990234,22546000,0.0,0.0,0.08
2021-02-19,104.76121867913992,105.29749981402172,103.5504775415932,103.81787109375,37938000,0.0,0.0,0.08
2021-02-22,102.06786944318904,103.39640390867552,101.78953988763212,102.10066986083984,29466000,0.0,0.0,0.08
2021-02-23,100.0991691457398,103.00722740278977,98.91824802820904,102.39191436767578,34658000,0.0,0.0,0.08
2021-02-24,100.8968796350337,103.79350884664514,100.7721318869298,103.56935119628906,22608000,0.0,0.0,0.08
2021-02-25,102.18366214332868,103.52909338438764,99.7263992750181,100.1965789794922,41548000,0.0,0.0,0.08
2021-02-26,100.8924093395346,102.21298819152548,99.45403718069002,100.49280548095705,40042000,0.0,0.0,0.08
2021-03-01,101.7895374288961,103.19262171147524,101.11458448101828,102.86608123779295,26060000,0.0,0.0,0.07
2021-03-02,102.62651776717829,104.11260802832568,102.22045996371338,102.60862731933594,25564000,0.0,0.0,0.07
2021-03-03,101.98584806444796,103.18067797469683,99.10561541805356,99.97093200683594,33892000,0.0,0.0,0.07
2021-03-04,100.14291130389655,103.1111101454132,99.6737250390312,101.0902328491211,49216000,0.0,0.0,0.07
2021-03-05,102.44311066187204,104.68217690297465,100.7845548730647,104.22840118408205,53100000,0.0,0.0,0.07
2021-03-08,103.58178557940802,105.05693212348346,99.66179086889775,99.77660369873048,36868000,0.0,0.0,0.07
2021-03-09,101.87651926059269,102.58079162348288,101.173232806205,101.4098129272461,33920000,0.0,0.0,0.07
2021-03-10,102.45554396454668,102.45554396454668,100.36458369591492,101.20256042480467,27100000,0.0,0.0,0.07
2021-03-11,102.29748869571225,104.93417190677164,102.2095153267272,104.40087127685548,27702000,0.0,0.0,0.07
2021-03-12,103.20156986399655,103.26120974284473,101.01518130947314,101.8889389038086,33818000,0.0,0.0,0.07
2021-03-15,101.63943937221916,102.13695155808608,100.7850662253003,102.109619140625,26168000,0.0,0.0,0.07
2021-03-16,102.6836651603778,105.05394823613396,102.35066321959762,103.57333374023438,31900000,0.0,0.0,0.07
2021-03-17,102.80693214633835,104.3243286936615,101.59669158865508,103.4903335571289,26382000,0.0,0.0,0.07
2021-03-18,101.79847230274098,102.8208441665596,100.35711969602488,100.4644775390625,31700000,0.0,0.0,0.07
2021-03-19,100.88148325652293,101.2447981089968,99.54946783582494,100.74380493164062,46072000,0.0,0.0,0.07
2021-03-22,100.77709621828838,101.80642247432245,100.09965582671352,100.92918395996094,33536000,0.0,0.0,0.07
2021-03-23,101.38943417569008,102.59023280291947,100.79550014662848,101.45802307128906,28510000,0.0,0.0,0.07
2021-03-24,101.97639982834328,102.76367798962708,100.8451837436388,101.02063751220705,25218000,0.0,0.0,0.07
2021-03-25,100.84768089048715,101.67223405038776,99.2095029867065,101.01716613769533,35616000,0.0,0.0,0.07
2021-03-26,100.98387277586288,101.3616046687549,99.59519786182128,100.63298034667967,27978000,0.0,0.0,0.07
2021-03-29,100.50523544739356,101.84967328278016,99.67471376192738,101.6796875,26492000,0.0,0.0,0.07
2021-03-30,102.03704568935828,102.51865436260792,101.20056307671312,101.71348571777344,27312000,0.0,0.0,0.07
2021-03-31,102.1076221341806,103.69112755618836,101.73982520867791,102.51119995117188,42570000,0.0,0.0,0.07
2021-04-01,103.9888405016089,106.15086937454356,103.9480845650044,105.8541488647461,39880000,0.0,0.0,0.07
2021-04-05,106.71747302389434,110.78508090594372,106.6210511801768,110.28656768798828,48510000,0.0,0.0,0.07
2021-04-06,109.88695635028756,110.73586894766598,109.4331806538937,109.80445098876952,35240000,0.0,0.0,0.07
2021-04-07,109.99532375762612,111.55596382483178,109.99532375762612,111.28409576416016,24134000,0.0,0.0,0.07
2021-04-08,112.52514514164996,112.91232656117008,111.48190231421208,111.85069274902344,28664000,0.0,0.0,0.07
2021-04-09,111.60268953073938,113.02068382149088,111.19612361284226,112.8566665649414,26146000,0.0,0.0,0.07
2021-04-12,112.03410218595904,112.17177293581425,110.72693915808252,111.56193542480467,25024000,0.0,0.0,0.07
2021-04-13,111.87852019619388,112.49880068044308,111.48388381136964,112.04949188232422,25682000,0.0,0.0,0.07
2021-04-14,112.69562482936432,112.69562482936432,111.13449185940384,111.42723083496094,21002000,0.0,0.0,0.07
2021-04-15,112.42325842787476,114.11560814964736,111.88747028920665,113.58130645751952,29174000,0.0,0.0,0.07
2021-04-16,113.77962827946732,114.028137894627,112.8690886854946,113.45706176757812,26282000,0.0,0.0,0.07
2021-04-19,112.83230581935418,114.517693534385,112.83230581935418,113.8054656982422,30290000,0.0,0.0,0.07
2021-04-20,114.18966672528497,114.2647171138404,112.18320641815689,113.27117919921876,22288000,0.0,0.0,0.07
2021-04-21,112.92525588808718,113.32038526875752,111.57186893529304,113.2383804321289,23204000,0.0,0.0,0.07
2021-04-22,113.09175178759868,113.76173728646243,111.3482105201663,111.95457458496094,24146000,0.0,0.0,0.07
2021-04-23,112.67425961854195,114.61860014963688,112.38847507377685,114.31094360351562,29066000,0.0,0.0,0.07
2021-04-26,114.5390653146994,115.5336042415387,114.18121088805084,114.80795288085938,32038000,0.0,0.0,0.07
2021-04-27,115.19066462709624,115.23142056677462,113.62654357924514,113.8661117553711,44386000,0.0,0.0,0.07
2021-04-28,118.91184018096784,120.84425101769104,116.95955191373707,117.24881744384766,81106000,0.0,0.0,0.07
2021-04-29,118.74932795858496,119.49137579070484,117.98490758719626,118.92477416992188,41234000,0.0,0.0,0.07
2021-04-30,117.6951424159836,118.382517790363,116.6285411465904,116.97347259521484,44856000,0.0,0.0,0.07
2021-05-03,117.54057398223786,118.36761471320048,116.07884327095827,116.45558166503906,28242000,0.0,0.0,0.06
2021-05-04,114.98788034983582,115.5564689461814,112.16133378475516,114.65388488769533,44818000,0.0,0.0,0.06
2021-05-05,115.73738471660089,116.05398266930352,114.72594882908734,115.04851531982422,26636000,0.0,0.0,0.06
2021-05-06,114.62902040949557,116.1707763671875,113.96848453936184,116.1707763671875,25190000,0.0,0.0,0.06
2021-05-07,117.48988130005888,117.85568368791397,116.608661118046,116.89543914794922,28898000,0.0,0.0,0.06
2021-05-10,115.71302991029344,115.8551827457106,113.54602581652534,113.90438079833984,30914000,0.0,0.0,0.06
2021-05-11,111.48489746523953,113.33430258907852,111.03012061609256,112.82634735107422,34186000,0.0,0.0,0.06
2021-05-12,110.64591612059364,111.72892135466336,109.02712274638289,109.3566436767578,46376000,0.0,0.0,0.06
2021-05-13,110.6424490754632,111.30447908071324,109.67823051671355,110.78758239746094,33204000,0.0,0.0,0.06
2021-05-14,112.25378520891752,113.55497969653192,111.82932883709444,113.2398681640625,31996000,0.0,0.0,0.06
2021-05-17,112.50376461682929,113.80645294216592,112.10316729063186,113.76371002197266,21598000,0.0,0.0,0.06
2021-05-18,114.4312202314244,114.69613384142806,112.43518783161626,112.44910430908205,22204000,0.0,0.0,0.06
2021-05-19,110.7572460253914,113.07136265043144,110.6086392930675,112.8979034423828,23684000,0.0,0.0,0.06
2021-05-20,113.86710482214232,114.91084061992304,113.49533390448195,114.65985107421876,32352000,0.0,0.0,0.06
2021-05-21,115.17972912537708,115.25329306594116,113.78260579974872,114.02266693115234,40632000,0.0,0.0,0.06
2021-05-24,115.05448201246664,117.57237854218609,114.90885574429696,117.34822845458984,31832000,0.0,0.0,0.06
2021-05-25,117.89295421124508,118.48937574199078,117.0480230773627,117.43917846679688,22440000,0.0,0.0,0.06
2021-05-26,117.62058850301132,118.7373952978675,117.61760802582552,118.30598449707033,21572000,0.0,0.0,0.06
2021-05-27,118.74037732565752,118.74037732565752,117.11065541275347,117.42974090576172,35224000,0.0,0.0,0.06
2021-05-28,118.01324117305526,118.09524600942883,116.94117184219392,117.13997650146484,21482000,0.0,0.0,0.06
2021-06-01,118.01423132508546,118.57437143775334,117.012237365977,118.3492202758789,23354000,0.0,0.0,0.08
2021-06-02,118.74533741226914,118.96850157859684,116.91680337261806,117.8228759765625,21158000,0.0,0.0,0.08
2021-06-03,116.58727477550094,117.14840831663436,115.78160562279425,116.6792221069336,18696000,0.0,0.0,0.08
2021-06-04,117.75727379029888,119.23640195864468,117.4163162996306,118.96502685546876,24458000,0.0,0.0,0.08
2021-06-07,118.75976130550544,119.50877115514724,118.34027999364385,119.39892578125,24120000,0.0,0.0,0.08
2021-06-08,119.88152936181142,120.254786713857,119.0251617056025,119.20706939697266,24240000,0.0,0.0,0.08
2021-06-09,119.85270421140984,119.92476653535236,119.13053385410608,119.6792449951172,17942000,0.0,0.0,0.08
2021-06-10,119.6285413346796,121.07387547865255,119.47247961741446,121.03063201904295,25904000,0.0,0.0,0.08
2021-06-11,121.27269072999384,121.358176580463,120.22696034057846,120.78561401367188,21958000,0.0,0.0,0.08
2021-06-14,120.88798919226126,121.71602334972444,120.17924237131324,121.7155303955078,22098000,0.0,0.0,0.08
2021-06-15,121.72000718403484,122.04356719023676,120.33432035267394,120.6956558227539,21562000,0.0,0.0,0.08
2021-06-16,120.84723105344682,121.15936207382572,118.75776501321896,120.05249786376952,26472000,0.0,0.0,0.08
2021-06-17,119.9779536388772,121.79207071149196,119.78162892854895,121.01771545410156,25842000,0.0,0.0,0.08
2021-06-18,120.64345215918732,120.87804527619556,119.29951488598688,119.39494323730467,46116000,0.0,0.0,0.08
2021-06-21,119.78212883710678,121.27268591264752,119.18371273977075,121.0863037109375,27414000,0.0,0.0,0.08
2021-06-22,121.02417450480392,121.67030097787462,120.34226713921414,121.60121154785156,22390000,0.0,0.0,0.08
2021-06-23,121.36563245498792,122.36165789570848,121.10818140928656,121.39893341064452,19148000,0.0,0.0,0.08
2021-06-24,121.96851137696044,122.32189130801612,121.57090207518802,121.76970672607422,21362000,0.0,0.0,0.08
2021-06-25,121.2726923865918,121.90192194873352,120.84028808239296,121.77816009521484,34594000,0.0,0.0,0.08
2021-06-28,121.94714856666263,122.0530199759581,120.68174254040308,121.80550384521484,28526000,0.0,0.0,0.08
2021-06-29,121.93919374945024,122.28760622367037,120.96553328270492,121.54356384277344,23108000,0.0,0.0,0.08
2021-06-30,121.26722132401612,121.5281609640973,120.6310373309958,121.36165618896484,24474000,0.0,0.0,0.08
2021-07-01,120.99931508278397,121.85617564410768,120.80697194077898,121.71453094482422,18110000,0.0,0.0,0.1
2021-07-02,122.41583846058784,124.65639897614795,122.32587810086332,124.51077270507812,25982000,0.0,0.0,0.1
2021-07-06,124.89943032622662,125.67428609742468,123.83978352900328,125.43770599365234,26404000,0.0,0.0,0.1
2021-07-07,126.40391844400294,126.5251851876935,125.4009309901841,125.7200164794922,24060000,0.0,0.0,0.1
2021-07-08,123.28660934705252,124.84674881606004,123.28263537756162,124.2985382080078,23790000,0.0,0.0,0.1
2021-07-09,124.27965255807754,124.98491837433478,123.80897228113392,124.77021026611328,18632000,0.0,0.0,0.1
2021-07-12,125.42578249243743,126.311970119503,124.86216136751548,126.2185287475586,17668000,0.0,0.0,0.1
2021-07-13,126.28114140423207,127.29406371238136,125.9193130150061,126.58233642578124,19240000,0.0,0.0,0.1
2021-07-14,127.19515999908022,128.55550882899476,127.15191653976262,127.47249603271484,23742000,0.0,0.0,0.1
2021-07-15,127.88206021652672,127.93275108330782,125.77568937249396,126.24785614013672,24218000,0.0,0.0,0.1
2021-07-16,126.90193555143088,127.0495488085262,125.4014358722238,126.21306610107422,20424000,0.0,0.0,0.1
2021-07-19,125.33780608296746,125.4526189143596,122.76871066642248,123.83531951904295,27968000,0.0,0.0,0.1
2021-07-20,124.77915130287164,126.28561940651645,123.60917375143492,125.45709228515624,26312000,0.0,0.0,0.1
