Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-20,75.29841721679708,77.98281870142765,74.68708565595804,77.72586059570312,30166000,0.0,0.0
2020-07-21,78.77903491380007,78.87943072642386,77.16818948482822,77.33220672607422,27486000,0.0,0.0
2020-07-22,77.32177049396131,77.88191056426423,76.70149001074321,77.77604675292969,24482000,0.0,0.0
2020-07-23,77.82973137988438,78.04941454112458,74.97981882202595,75.38539123535156,33910000,0.0,0.0
2020-07-24,74.51262973033744,75.31978544778006,73.93608559850033,74.9609375,29902000,0.0,0.0
2020-07-27,75.21193503499865,76.4196881402229,75.16571109321869,76.01560974121094,27124000,0.0,0.0
2020-07-28,75.79542428646276,75.84562219179145,74.57872231521475,74.73429107666016,30910000,0.0,0.0
2020-07-29,74.80138542587366,76.20943703995182,74.70247606239894,75.72136688232422,22676000,0.0,0.0
2020-07-30,74.4519838580106,76.58519397142551,74.31281908832774,76.45994567871094,36042000,0.0,0.0
2020-07-31,74.40625348443554,74.80237629472713,72.26658207924339,73.95396423339844,91468000,0.0,0.0
2020-08-03,74.10556074561444,74.44004912352288,73.14730330309675,73.69601440429688,45482000,0.0,0.0
2020-08-04,73.89234983470844,74.21044184407295,72.76510753196658,73.22584533691406,37212000,0.0,0.0
2020-08-05,73.40080019600018,74.05586816919286,73.1224630458179,73.51361846923828,29134000,0.0,0.0
2020-08-06,73.36748675179794,74.86450520012284,73.15625208994808,74.79889678955078,33306000,0.0,0.0
2020-08-07,75.00219058868828,75.55139469418054,73.87047383922078,74.47187042236328,27718000,0.0,0.0
2020-08-10,74.095613161791,74.90823671298641,73.43407626762087,74.39482116699219,20546000,0.0,0.0
2020-08-11,74.25467015735923,75.07177596247018,73.46888590721392,73.58568572998047,31098000,0.0,0.0
2020-08-12,73.91272039495657,75.13290341351752,73.8073495360528,74.9127197265625,22512000,0.0,0.0
2020-08-13,74.96093555951427,76.39036635907057,74.96093555951427,75.38041687011719,22388000,0.0,0.0
2020-08-14,75.22933322642379,75.53649685170288,74.50318876952731,74.78301239013672,21942000,0.0,0.0
2020-08-17,75.34662281797921,75.7347977413456,74.80139267251226,75.36003875732422,19990000,0.0,0.0
2020-08-18,75.85108818351505,77.40427306630195,75.62991859983968,77.32524871826172,28378000,0.0,0.0
2020-08-19,77.16172889820545,77.97535362188799,76.54095544731099,76.77008056640625,30472000,0.0,0.0
2020-08-20,76.53946273744957,78.53748204410786,76.26560770655841,78.3426513671875,26382000,0.0,0.0
2020-08-21,78.12147749467412,79.11949748990821,77.64981128979412,78.3088607788086,34838000,0.0,0.0
2020-08-24,79.14881907226665,79.95946338961238,78.28251642724759,78.78500366210938,25638000,0.0,0.0
2020-08-25,78.5339970725306,79.96442123036304,78.42365875506411,79.81382751464844,25150000,0.0,0.0
2020-08-26,79.83620443251864,82.14684795365453,79.57179134467675,81.71642303466797,52188000,0.0,0.0
2020-08-27,81.83966994784456,81.908258834851,80.45795728489635,80.94056701660156,31350000,0.0,0.0
2020-08-28,80.98779395212267,81.57824696115934,80.7959437444367,81.48281860351562,22418000,0.0,0.0
2020-08-31,81.68858693545364,81.73481087660946,80.78202889543032,80.99077606201172,26422000,0.0,0.0
2020-09-01,81.12148652427162,82.46641730928312,80.9907702334717,82.26065063476562,22652000,0.0,0.0
2020-09-02,82.90329204153242,85.79047925211977,82.5146242032786,85.35757446289062,49522000,0.0,0.0
2020-09-03,84.46941187762093,84.49327086398299,79.90627835306806,80.98978424072266,63726000,0.0,0.0
2020-09-04,79.9703845653995,81.26213695367561,76.44005883946305,78.58917236328125,55850000,0.0,0.0
2020-09-08,75.79542772130176,77.31381773144133,75.37295836929073,75.72584533691406,54032000,0.0,0.0
2020-09-09,76.98330502665233,77.47137522065788,75.80387789691835,76.90030670166016,39242000,0.0,0.0
2020-09-10,77.04692255801713,78.2139195980951,75.54691599071744,75.84761047363281,33024000,0.0,0.0
2020-09-11,75.95198761927614,76.47633921675812,74.20595898773026,75.336181640625,30706000,0.0,0.0
2020-09-14,76.12594164505171,77.385887124181,74.80685682751938,74.99174499511719,42660000,0.0,0.0
2020-09-15,75.93906762933793,77.08718077324129,75.65129612006763,76.29840850830078,23042000,0.0,0.0
2020-09-16,76.66422019413555,77.25517373350996,75.12892559871327,75.15377807617188,22128000,0.0,0.0
2020-09-17,73.84760327772614,74.48627474112956,72.68706774493143,73.90873718261719,40008000,0.0,0.0
2020-09-18,73.97137626531904,74.31432076299625,71.1542715059607,72.12196350097656,63056000,0.0,0.0
2020-09-21,71.15426008539798,71.57374135498944,69.7158879948573,71.08070373535156,56908000,0.0,0.0
2020-09-22,72.08368807015958,72.76212201409479,71.04889372299635,72.55585479736328,33950000,0.0,0.0
2020-09-23,72.17167484931264,72.22087927429972,69.71590535665794,70.04940032958984,37726000,0.0,0.0
2020-09-24,69.71589975426382,71.47087007762757,69.68955324398813,70.71887969970703,34552000,0.0,0.0
2020-09-25,70.82773102265435,71.86599890232097,69.9644088235241,71.52405548095703,30326000,0.0,0.0
2020-09-28,73.16072992273372,73.2104272911329,71.8828940164798,72.49819946289062,30784000,0.0,0.0
2020-09-29,72.7591433452389,73.16122715906542,72.26659105249696,72.864013671875,31816000,0.0,0.0
2020-09-30,72.61152698047074,73.86699808413441,72.35407592482348,72.8431396484375,40924000,0.0,0.0
2020-10-01,73.74075814562246,74.30786033648612,73.39980062797869,73.95149230957031,32884000,0.0,0.0
2020-10-02,72.54640614307306,73.51062452378983,71.93606819401434,72.34610748291016,31222000,0.0,0.0
2020-10-05,72.69652113934576,73.7924495083504,72.569285847998,73.69950866699219,21602000,0.0,0.0
2020-10-06,73.33518656253435,73.78349431407878,71.81977698078659,72.11848449707031,26096000,0.0,0.0
2020-10-07,72.53050505616109,73.01062727767994,71.23427819924632,72.52205657958984,36108000,0.0,0.0
2020-10-08,72.83567417096245,73.95794128518894,72.83567417096245,73.72931671142578,26076000,0.0,0.0
2020-10-09,74.19800750030022,75.14184801100704,73.90675497144849,75.072265625,32966000,0.0,0.0
2020-10-12,76.44155027719509,78.94751706295844,76.0091384398916,77.76312255859375,55344000,0.0,0.0
2020-10-13,78.3804294251196,78.785501299795,77.4669093797361,77.88639068603516,39072000,0.0,0.0
2020-10-14,78.260650468139,78.72038718391578,76.8342001360087,77.70597076416016,33174000,0.0,0.0
2020-10-15,76.76461484111238,78.10159771852481,76.59712416174149,77.30984497070312,31210000,0.0,0.0
2020-10-16,77.62594866135858,78.41521387294846,77.41869553894861,77.9177017211914,34194000,0.0,0.0
2020-10-19,78.32674837441711,78.72436525341296,75.6920521287433,76.04145050048828,29734000,0.0,0.0
2020-10-20,75.7014832326128,78.22286031561235,75.57176045058314,77.09164428710938,41670000,0.0,0.0
2020-10-21,78.02455591549942,80.27555922959226,77.88986565982232,78.82674407958984,60322000,0.0,0.0
2020-10-22,78.77754404877692,80.19007026421569,78.40378615239152,79.85408782958984,30512000,0.0,0.0
2020-10-23,80.2710916060795,81.21890610649227,80.11502229249383,81.16224670410156,30548000,0.0,0.0
2020-10-26,80.26859394327332,80.9932441740234,77.92166942068168,78.74224853515625,35826000,0.0,0.0
2020-10-27,78.97287554235537,79.62247545970848,78.37943448774232,79.4674072265625,25902000,0.0,0.0
2020-10-28,77.03847551060359,77.227337647025,74.97435486120591,75.08966064453125,45174000,0.0,0.0
2020-10-29,75.39881362796768,78.9634343003345,75.3754551788866,77.37993621826172,55406000,0.0,0.0
2020-10-30,82.8749736467606,83.56483656005452,79.60110528578043,80.32376861572266,99878000,0.0,0.0
2020-11-02,80.69306545391491,82.4177228623583,80.23083360664691,80.7318344116211,44228000,0.0,0.0
2020-11-03,81.05190383745204,82.45548100134074,80.12496031324108,81.7924575805664,31432000,0.0,0.0
2020-11-04,84.77060198741863,87.97389444504971,84.64237321504866,86.77210235595703,71342000,0.0,0.0
2020-11-05,87.99476160928013,89.05689592628298,86.53253048448725,87.5996322631836,39758000,0.0,0.0
2020-11-06,87.04496609456561,87.89785278158688,86.3163342135212,87.46196746826172,28622000,0.0,0.0
2020-11-09,89.26367012219336,90.30293152702812,87.35362392148072,87.54596710205078,53440000,0.0,0.0
2020-11-10,85.9728897633216,87.44456283712213,85.29445584786093,86.3680191040039,43022000,0.0,0.0
2020-11-11,86.89883646035322,87.6195127947876,86.63342990221854,86.84069061279297,31838000,0.0,0.0
2020-11-12,86.58074216993116,87.72289434177947,86.38044349520781,86.62149810791016,26474000,0.0,0.0
2020-11-13,86.87896591038657,88.32678018631805,86.28155083819279,88.08473205566406,29744000,0.0,0.0
2020-11-16,87.68114017709516,89.18214018701696,87.5414748787523,88.17269134521484,25468000,0.0,0.0
2020-11-17,87.8660413484603,88.32727969406685,87.45004103652047,87.55789184570312,21314000,0.0,0.0
2020-11-18,87.30837917941595,87.72388649162679,86.41026211105688,86.51314544677734,20108000,0.0,0.0
2020-11-19,86.14485200615377,87.64883248903207,85.98530927844031,87.404296875,20106000,0.0,0.0
2020-11-20,87.57478357997911,87.89088858732984,86.2328332252446,86.30142211914062,27694000,0.0,0.0
2020-11-23,86.49228192825137,86.77905996083152,84.99923725500729,85.86305236816406,22530000,0.0,0.0
2020-11-24,85.86006284010365,87.79744110482822,85.52357988648174,87.6692123413086,27984000,0.0,0.0
2020-11-25,87.86355757964036,87.99128581598679,86.89685155716043,87.68064880371094,19600000,0.0,0.0
2020-11-27,87.70103660971188,89.31486280790183,87.70103660971188,88.8183364868164,14790000,0.0,0.0
2020-11-30,88.25321783030253,88.48631692913746,86.87100448577954,87.19705200195312,32418000,0.0,0.0
2020-12-01,87.80639874029217,90.5429849598302,87.62597748505007,89.23284149169922,37350000,0.0,0.0
2020-12-02,89.23283286296189,91.0906938258756,88.72637171621022,90.70450592041016,29424000,0.0,0.0
2020-12-03,90.48432764750382,91.6418826759435,90.30838092130568,90.54894256591797,24728000,0.0,0.0
2020-12-04,90.46843192086999,90.92966265198878,90.1389033926979,90.64437866210938,20544000,0.0,0.0
2020-12-07,90.23631917808771,90.91922763871526,89.61455221034254,90.30988311767578,22288000,0.0,0.0
2020-12-08,89.88691546289782,90.25719232611036,89.03005487971733,90.02657318115234,19936000,0.0,0.0
2020-12-09,89.97836475211025,90.87350135813091,87.57478065285379,88.36305236816406,31728000,0.0,0.0
2020-12-10,87.60460132724097,88.2204073263684,86.15976766781456,87.85559844970703,28688000,0.0,0.0
2020-12-11,87.4753817040168,88.33572335928406,87.11454678589968,88.21096801757812,18628000,0.0,0.0
2020-12-14,88.00819223752893,88.95649971116286,86.93512183424934,87.09069061279297,33050000,0.0,0.0
2020-12-15,87.46841940879914,87.6741860909223,86.56434892342321,87.52906036376953,21352000,0.0,0.0
2020-12-16,87.92816381731794,87.92816381731794,86.9316454515067,87.3357162475586,24676000,0.0,0.0
2020-12-17,87.67070749496848,87.80887876729494,86.04147867230672,86.50668334960938,34880000,0.0,0.0
2020-12-18,86.78800624252257,86.89685053812563,85.23879516890149,85.79644775390625,85256000,0.0,0.0
2020-12-21,84.94703339165423,86.3322270726525,84.19504315555623,86.21095275878906,33974000,0.0,0.0
2020-12-22,85.95101985204195,86.11404360424658,84.7805417703521,85.49823760986328,20370000,0.0,0.0
2020-12-23,85.68263243312403,86.68561225051326,85.54694109700763,85.89634704589844,22974000,0.0,0.0
2020-12-24,85.93462068061169,86.60112515789665,85.70350856190086,86.19108581542969,9312000,0.0,0.0
2020-12-28,86.72537973740333,88.81733346093628,86.57180553015516,88.16921997070312,27650000,0.0,0.0
2020-12-29,88.8287550552139,88.89038190944349,87.23232679173404,87.3640365600586,19726000,0.0,0.0
2020-12-30,87.72389024551863,87.86106803234938,85.88492069199823,86.29496002197266,21026000,0.0,0.0
2020-12-31,86.34566873513269,87.35113622532691,86.28701475849113,87.10958862304688,21070000,0.0,0.0
2021-01-04,87.47538543218987,87.599139702872,84.84814399864958,85.79198455810547,37324000,0.0,0.0
2021-01-05,85.74029145480254,86.82080925579612,85.33323258517258,86.48383331298828,20360000,0.0,0.0
2021-01-06,84.50618562227412,86.67865760253562,84.29942545639337,85.63043975830078,46588000,0.0,0.0
2021-01-07,85.82328752401315,88.36106903428461,85.82328752401315,88.1881103515625,41936000,0.0,0.0
2021-01-08,88.32826671520765,89.4316499567786,87.53601343092207,89.35560607910156,35484000,0.0,0.0
2021-01-11,88.32129723208645,88.6871071583101,87.08471786232288,87.29097747802734,34796000,0.0,0.0
2021-01-12,86.74773538509902,87.86801549928781,85.30737632170066,86.35359954833984,29528000,0.0,0.0
2021-01-13,85.85110992665568,87.29595103996172,85.85110992665568,86.8416748046875,23432000,0.0,0.0
2021-01-14,86.9221931049846,87.85063066888812,85.78898994155325,86.03004455566406,29212000,0.0,0.0
2021-01-15,85.93561021673791,86.86006623293285,85.07527616922907,85.86602783203125,31444000,0.0,0.0
2021-01-19,86.6304565826357,89.65432151032148,86.12498885600415,88.69159698486328,41660000,0.0,0.0
2021-01-20,90.77409403569013,94.41973327214447,90.43314413657636,93.4430923461914,64152000,0.0,0.0
2021-01-21,94.11804835473008,96.02808680692029,93.41028739595158,93.6458740234375,58634000,0.0,0.0
2021-01-22,94.00919324534367,94.65183871774157,93.26565141753518,94.0638656616211,32744000,0.0,0.0
2021-01-25,95.06685462644022,95.51815044109912,92.4038248156456,94.14935302734375,50586000,0.0,0.0
2021-01-26,93.737327345991,95.21645551264548,93.2472701569076,94.82878112792969,31462000,0.0,0.0
2021-01-27,93.18662453904426,93.46296709007444,89.32826428623379,90.4048080444336,82512000,0.0,0.0
2021-01-28,91.00422171146778,93.83672919484056,91.00422171146778,92.10760498046875,55278000,0.0,0.0
2021-01-29,91.15431055818837,91.82628299540802,89.54099274771156,90.82329559326172,44530000,0.0,0.0
2021-02-01,91.6796654516127,95.20601732159051,91.6796654516127,94.08921813964844,40252000,0.0,0.0
2021-02-02,95.08623526655502,96.88742931511274,94.75024525412037,95.38394927978516,66332000,0.0,0.0
2021-02-03,102.66478774049807,104.70306249720146,100.07730129419846,102.33029174804688,97882000,0.0,0.0
2021-02-04,102.4167778715064,102.84818869522056,101.14838378792467,102.06936645507812,48596000,0.0,0.0
2021-02-05,102.36408669621515,104.17224285025218,101.88893947969503,103.81886291503906,29866000,0.0,0.0
2021-02-08,104.37403256397174,105.1195613680001,102.55246052305,103.60464477539062,28828000,0.0,0.0
2021-02-09,103.12154429170882,104.29997793898025,102.88297719272809,103.15087127685547,21892000,0.0,0.0
2021-02-10,103.53606027543401,104.31837108184618,102.00027269411578,103.70206451416016,25102000,0.0,0.0
2021-02-11,103.92672035685406,104.07582005345999,102.82631757565206,103.81488800048828,20480000,0.0,0.0
2021-02-12,103.36856239212287,104.34917724803692,103.06040533778221,104.12701416015625,18990000,0.0,0.0
2021-02-16,103.96399213946253,106.61757987938563,103.96399213946253,104.90584564208984,31004000,0.0,0.0
2021-02-17,104.0748266673645,105.48934747308948,103.7950106749133,105.29948425292969,20294000,0.0,0.0
2021-02-18,104.62254824705181,105.46698646969618,104.04252310285206,104.66280364990234,22546000,0.0,0.0
2021-02-19,104.76121867913992,105.29749981402172,103.55047754159321,103.81787109375,37938000,0.0,0.0
2021-02-22,102.06786181624553,103.39639618245826,101.78953228148654,102.10066223144531,29466000,0.0,0.0
2021-02-23,100.0991691457398,103.00722740278977,98.91824802820905,102.39191436767578,34658000,0.0,0.0
2021-02-24,100.89688706756169,103.79351649255214,100.77213931026829,103.5693588256836,22608000,0.0,0.0
2021-02-25,102.18366992402821,103.52910126753403,99.72640686861114,100.19658660888672,41548000,0.0,0.0
2021-02-26,100.8924093395346,102.21298819152548,99.45403718069002,100.49280548095703,40042000,0.0,0.0
2021-03-01,101.78954497844529,103.1926293650887,101.11459198050741,102.8660888671875,26060000,0.0,0.0
2021-03-02,102.62651776717827,104.11260802832567,102.22045996371338,102.60862731933594,25564000,0.0,0.0
