Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Daily_Return
2024-10-24,244.67999267578125,262.1199951171875,242.6499938964844,260.4800109863281,204491900,0.0,0.0,0.21919035070290405
2024-11-06,284.6700134277344,289.5899963378906,275.6199951171875,288.5299987792969,165228700,0.0,0.0,0.14751032444224466
2025-03-10,252.5399932861328,253.3699951171875,220.0,222.1499938964844,189076900,0.0,0.0,-0.1542620682219511
2025-04-02,254.6000061035156,284.989990234375,251.2700042724609,282.760009765625,212787800,0.0,0.0,0.05326685079977622
2025-04-09,224.69000244140625,274.69000244140625,223.8800048828125,272.20001220703125,219433400,0.0,0.0,0.22689989839624514
2025-06-05,322.489990234375,324.54998779296875,273.2099914550781,284.70001220703125,287499800,0.0,0.0,-0.14259893789082123
