Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-08-13,264.7650519302617,266.8722023380174,263.6483564500566,264.59027099609375,31895700,0.0,0.0,0.0
2020-08-14,265.2117662973484,265.4836576716382,262.8812645700165,264.2795715332031,30799500,0.0,0.0,0.0
2020-08-17,265.9982257979808,267.8529244398709,264.31833769643464,267.3479919433594,24803000,0.0,0.0,0.0
2020-08-18,268.41624843653506,270.3971587266495,266.94996113206116,269.9213562011719,23529500,0.0,0.0,0.0
2020-08-19,269.882498372121,270.94093374303674,267.5908466627487,268.1054992675781,31999400,0.0,0.0,0.0
2020-08-20,267.3091721941302,272.3100462546455,266.9013203989545,271.82452392578125,27723400,0.0,0.0,0.0
2020-08-21,272.0187353424607,274.16473566463065,271.36812240526024,273.7083435058594,34748900,0.0,0.0,0.0
2020-08-24,276.9905071428971,277.71879068490296,273.1257384784367,275.41741943359375,36418500,0.0,0.0,0.0
2020-08-25,274.6406208291108,277.77710657915816,274.1939484648052,277.5828857421875,34866600,0.0,0.0,0.0
2020-08-26,278.8355025662586,283.75870671152063,277.5537163449001,283.5062255859375,42216700,0.0,0.0,0.0
2020-08-27,284.4869775260285,285.3415016352423,280.3503174673045,282.62255859375,49482700,0.0,0.0,0.0
2020-08-28,283.86550209451406,284.69089606858796,282.506045355181,284.0597229003906,28021000,0.0,0.0,0.0
2020-08-31,284.5841468741233,288.15758513108443,284.14716479878166,286.34173583984375,36321000,0.0,0.0,0.0
2020-09-01,289.0022973494098,291.35223838733054,287.22529871968027,291.2357177734375,36216200,0.0,0.0,0.0
2020-09-02,294.49843232632116,294.71206334342656,288.29347216837283,293.9934997558594,50836800,0.0,0.0,0.0
2020-09-03,289.46848483986446,289.97341750956963,276.17487805344996,279.0880126953125,110083300,0.0,0.0,0.0
2020-09-04,277.2915145708037,280.5639303787965,263.9299303817007,275.36883544921875,123959000,0.0,0.0,0.0
2020-09-08,264.3377750855544,270.1640429696231,261.85190315906624,262.1335144042969,99568600,0.0,0.0,0.0
2020-09-09,267.6587622831678,271.9410431235339,265.09519017586155,269.8338928222656,64837900,0.0,0.0,0.0
2020-09-10,272.80530569475957,274.0288315234155,262.72585677128575,264.4543151855469,69667500,0.0,0.0,0.0
2020-09-11,266.211865720879,267.25089053378065,259.1717925148036,262.6190185546875,71809000,0.0,0.0,0.0
2020-09-14,266.41583437587417,269.1930378850848,265.0563775965808,267.19268798828125,38525200,0.0,0.0,0.0
2020-09-15,270.95060617197527,272.32950270890746,267.1635377028417,270.979736328125,41849900,0.0,0.0,0.0
2020-09-16,271.77602494497654,272.24210748596664,266.30903794777305,266.6585998535156,42321000,0.0,0.0,0.0
2020-09-17,259.80304560531494,266.45470895536323,258.9582413017469,262.49285888671875,81570800,0.0,0.0,0.0
2020-09-18,263.9201911056518,264.21149260004273,255.02541999182398,259.14263916015625,86251100,0.0,0.0,0.0
2020-09-21,254.87005694886804,259.9000604621493,252.57837646663904,259.7641296386719,57168600,0.0,0.0,0.0
2020-09-22,262.1723495377075,265.17287410998676,258.82226309709233,264.59027099609375,41128900,0.0,0.0,0.0
2020-09-23,264.26983848162575,264.4543393657986,255.62754562011648,256.5111999511719,48837300,0.0,0.0,0.0
2020-09-24,253.82141767518215,260.9197528813678,253.65632701818288,257.7055969238281,70631700,0.0,0.0,0.0
2020-09-25,258.2105624876114,264.5126346393853,256.6471647310041,263.69696044921875,55242400,0.0,0.0,0.0
2020-09-28,268.5715114197194,269.173583984375,263.80370835197124,269.173583984375,58438300,0.0,0.0,0.0
2020-09-29,268.6103305482592,269.66876551964714,267.39652489750324,267.9597473144531,27050000,0.0,0.0,0.0
2020-09-30,268.1539761042649,272.9509390805684,267.8820847856617,269.7950439453125,49380800,0.0,0.0,0.0
2020-10-01,273.6306898034053,274.6891249528994,271.73714081602185,274.0773620605469,50020200,0.0,0.0,0.0
2020-10-02,268.027818668752,274.0677194935414,265.5225357157671,266.3673400878906,75497400,0.0,0.0,0.0
2020-10-05,268.3385745814419,272.3684054472665,268.23177385460457,272.0479736328125,28184600,0.0,0.0,0.0
2020-10-06,271.3584784351296,273.0480868869703,266.30903367325675,267.19268798828125,49704200,0.0,0.0,0.0
2020-10-07,269.8436302660321,272.6110839985884,269.25127757981903,271.8148498535156,27539700,0.0,0.0,0.0
2020-10-08,274.2229517373823,274.29093196225983,272.1934723560663,273.2616271972656,25443300,0.0,0.0,0.0
2020-10-09,274.9125027181412,277.51492552747504,274.5240906915645,277.4372253417969,30201100,0.0,0.0,0.0
2020-10-12,282.1370318786873,288.8469544579564,281.088316618768,286.0018005371094,79370700,0.0,0.0,0.0
2020-10-13,287.8080052770814,288.44886881794423,284.62294963239736,285.99212646484375,64240000,0.0,0.0,0.0
2020-10-14,286.7981089645227,287.76915383683604,281.8554941205205,283.6033630371094,36949100,0.0,0.0,0.0
2020-10-15,278.88414017804405,282.29248802981465,278.2432469120331,281.7001647949219,42514200,0.0,0.0,0.0
2020-10-16,283.3508746592449,284.77831177048944,279.8065668925032,280.1561584472656,40570700,0.0,0.0,0.0
2020-10-19,282.0788432550863,283.0401979244302,274.6018147822847,275.5825500488281,36756800,0.0,0.0,0.0
2020-10-20,276.320485987786,279.2918804907606,274.7571181968323,276.1748352050781,32195400,0.0,0.0,0.0
2020-10-21,276.4273548794026,279.0006178459908,275.47572024306885,275.96124267578125,29306100,0.0,0.0,0.0
2020-10-22,276.79628120238374,277.69937529948226,272.68878106749827,275.95147705078125,32196200,0.0,0.0,0.0
2020-10-23,276.5244304530256,276.66039095591555,273.6210158429244,276.49530029296875,24658500,0.0,0.0,0.0
2020-10-26,274.20366784965324,277.0391024065562,268.74640016857404,272.3489685058594,38421100,0.0,0.0,0.0
2020-10-27,273.3491701704227,275.3009801223518,272.0868235116672,274.4755859375,30559100,0.0,0.0,0.0
2020-10-28,269.9602096468853,270.5719726923454,263.52217703923617,263.774658203125,53413500,0.0,0.0,0.0
2020-10-29,265.09519874021004,271.397269256707,264.6290866236601,268.3870544433594,43246300,0.0,0.0,0.0
2020-10-30,266.3964524987516,267.2703869760222,259.33696679196555,261.580078125,65838300,0.0,0.0,0.0
2020-11-02,263.97844608049206,265.6000737564398,259.2397443077964,262.16259765625,39987400,0.0,0.0,0.0
2020-11-03,264.0853358444507,268.804628988065,262.9977704085051,266.69744873046875,43604100,0.0,0.0,0.0
2020-11-04,275.378541724149,280.40854577090255,273.708343783328,278.6024169921875,75728200,0.0,0.0,0.0
2020-11-05,285.03073092963655,286.8368893629369,283.5450338213409,285.8658447265625,52054200,0.0,0.0,0.0
2020-11-06,285.20553346127105,286.80775130589836,281.4378752452443,286.0794677734375,40959800,0.0,0.0,0.0
2020-11-09,289.03142657632264,290.47830321800376,279.77737248953264,280.2337646484375,86537100,0.0,0.0,0.0
2020-11-10,276.91282919578083,278.35967631099976,272.49455804545374,275.2135009765625,69024900,0.0,0.0,0.0
2020-11-11,277.74789639939814,281.84570595383434,275.1746340375446,281.3699035644531,36102900,0.0,0.0,0.0
2020-11-12,282.3409360257543,283.6130020749436,278.9325600132313,280.04925537109375,34414600,0.0,0.0,0.0
2020-11-13,281.7680990581616,283.12755593051577,279.5346781077809,282.5060729980469,24806900,0.0,0.0,0.0
2020-11-16,282.20501514599704,285.011348644508,281.5932522236817,284.7103271484375,30168400,0.0,0.0,0.0
2020-11-17,284.90450569849315,285.23465733653376,283.1663274084589,283.8072204589844,21843500,0.0,0.0,0.0
2020-11-18,283.25370369071015,284.8753314747578,281.62232634449464,281.709716796875,28069600,0.0,0.0,0.0
2020-11-19,281.1563292478954,284.22483447628684,280.486305942402,283.9140930175781,22718400,0.0,0.0,0.0
2020-11-20,283.83640494477595,284.5841284638137,281.88462489823246,281.9720153808594,25907300,0.0,0.0,0.0
2020-11-23,282.97217502052507,284.27337152540593,279.72888887243056,281.9817199707031,26875600,0.0,0.0,0.0
2020-11-24,283.04984872911723,286.43881534545807,281.24371956504257,285.9435729980469,24516800,0.0,0.0,0.0
2020-11-25,287.0117078728074,288.342034457433,286.060073336318,287.7011413574219,23326800,0.0,0.0,0.0
2020-11-27,289.67233816445804,291.47849669164964,289.2742062867764,290.3520812988281,17163100,0.0,0.0,0.0
2020-11-30,290.6725361416325,291.2842990844703,286.2445743878683,290.9444274902344,27836200,0.0,0.0,0.0
2020-12-01,293.22646174958794,296.3046874586174,292.1194562180693,294.6733093261719,27521300,0.0,0.0,0.0
2020-12-02,293.49820274217285,295.39175138762846,291.6532241025061,295.0518798828125,23620000,0.0,0.0,0.0
2020-12-03,295.3627427414288,297.0232212368091,294.7412597759421,295.46954345703125,22828700,0.0,0.0,0.0
2020-12-04,295.5180079521944,296.8192338727513,294.8382944714425,296.6735534667969,19332100,0.0,0.0,0.0
2020-12-07,296.8580376021291,298.7224562808059,296.67353675664805,298.35345458984375,20851000,0.0,0.0,0.0
2020-12-08,297.8777059932793,299.6644248311932,296.12011731338816,299.3634033203125,18341500,0.0,0.0,0.0
2020-12-09,299.1498450775896,299.4314267956842,291.51741584508,292.5855712890625,48839300,0.0,0.0,0.0
2020-12-10,290.5463115540056,294.8868830736976,289.45874609980797,293.7604675292969,27519500,0.0,0.0,0.0
2020-12-11,292.0999684452405,293.23610383999295,289.82772728966955,293.10986328125,26760400,0.0,0.0,0.0
2020-12-14,294.3042867536044,297.1882914046603,294.2363361297424,295.23651123046875,28804800,0.0,0.0,0.0
2020-12-15,297.4990511006013,298.3924255371094,295.30447992370017,298.3924255371094,25709000,0.0,0.0,0.0
2020-12-16,298.7904502654613,300.81993002521943,297.74170544983974,300.03338623046875,25461900,0.0,0.0,0.0
2020-12-17,301.6356522459357,302.2279753521612,300.43156617168347,301.99493408203125,23730500,0.0,0.0,0.0
2020-12-18,302.6357696028001,302.9465109931149,298.7030211143331,301.08209228515625,41173400,0.0,0.0,0.0
2020-12-21,298.1257993249722,301.0539517506518,295.34359139321595,300.5189208984375,37095500,0.561,0.0,0.0
2020-12-22,301.42354739713915,302.2601452034046,298.50513324713484,301.33599853515625,26176300,0.0,0.0,0.0
2020-12-23,301.38465240405867,301.7445854296663,299.66279859737637,299.8184509277344,21201300,0.0,0.0,0.0
2020-12-24,300.0811561343093,301.588991992148,300.0033447977589,301.1415100097656,16785000,0.0,0.0,0.0
2020-12-28,303.75836722657203,304.65336090674856,301.9197514903233,304.1766662597656,22497700,0.0,0.0,0.0
2020-12-29,305.5093588773476,306.1319682469272,303.54430371895353,304.4490051269531,25871900,0.0,0.0,0.0
2020-12-30,305.6164110340544,305.9374236095881,303.8361613249585,304.4587707519531,18138100,0.0,0.0,0.0
2020-12-31,304.3614891250604,305.69422719668364,303.28168984810503,305.20782470703125,21611400,0.0,0.0,0.0
2021-01-04,306.5404793461825,306.71560675740767,296.88053565591196,300.8982238769531,45305900,0.0,0.0,0.0
2021-01-05,299.90598533011996,303.6512895631424,299.90598533011996,303.3788757324219,29323400,0.0,0.0,0.0
2021-01-06,298.6510382416382,303.39832985361284,297.65878815066696,299.1763610839844,52809600,0.0,0.0,0.0
2021-01-07,301.8418380637876,307.2506297658588,301.8126551105897,306.4140319824219,30394800,0.0,0.0,0.0
2021-01-08,308.7098698760548,310.7041375170572,306.5113215407803,310.3539123535156,33955800,0.0,0.0,0.0
2021-01-11,307.38686630074557,308.56395177671016,305.2175009451209,305.8692932128906,32746400,0.0,0.0,0.0
2021-01-12,305.90816671361756,306.99770325987794,302.7368434852478,305.38287353515625,29266800,0.0,0.0,0.0
2021-01-13,305.6455869033613,308.24295947172885,305.04245258973737,307.4452819824219,22898400,0.0,0.0,0.0
2021-01-14,307.8927944247245,308.89478242602553,305.3245748751838,305.80126953125,23500100,0.0,0.0,0.0
2021-01-15,305.5871615197277,306.5502287242368,302.1336868372701,303.3788757324219,35118700,0.0,0.0,0.0
2021-01-19,305.7039744320163,308.3110847341166,304.6047000205497,307.80523681640625,24537000,0.0,0.0,0.0
2021-01-20,311.4337097105117,315.9085875631897,307.90242391306765,314.9649658203125,30728100,0.0,0.0,0.0
2021-01-21,316.3075030224973,318.23366738601857,314.92613670825057,317.4845886230469,25130600,0.0,0.0,0.0
2021-01-22,316.44372103994334,317.58188617234043,315.8794775607233,316.5701904296875,21609400,0.0,0.0,0.0
2021-01-25,319.9652122923067,321.3368705454963,312.66917670362466,319.18695068359375,39080600,0.0,0.0,0.0
2021-01-26,319.9068999577879,320.79215598665354,318.3212232076027,319.6539611816406,25498100,0.0,0.0,0.0
2021-01-27,317.3873779949171,317.39708585759456,308.7293894939688,310.74310302734375,55264000,0.0,0.0,0.0
2021-01-28,311.9492564494541,317.5428827614715,311.3266472707451,312.5815734863281,42836300,0.0,0.0,0.0
2021-01-29,310.8889008449972,311.9979124098368,304.25439561221896,306.00543212890625,55259000,0.0,0.0,0.0
2021-02-01,309.45897766090457,314.7413312601948,307.42581881704155,313.65179443359375,35646000,0.0,0.0,0.0
2021-02-02,316.62852396327713,319.9263168703138,316.463134081071,318.7686767578125,33930800,0.0,0.0,0.0
2021-02-03,320.85047913297905,321.2201496987898,317.4456624086209,317.5040283203125,24824500,0.0,0.0,0.0
2021-02-04,318.90489261203413,321.3466125945646,317.5818625802826,321.2590637207031,22350900,0.0,0.0,0.0
2021-02-05,322.2124250528867,323.3603276560111,320.56838247398474,322.3486022949219,22732000,0.0,0.0,0.0
2021-02-08,324.0412514551048,324.66383102542954,322.39720913735937,324.5081787109375,20462800,0.0,0.0,0.0
2021-02-09,323.57437489884853,325.7048200957926,323.56463734938507,324.440185546875,17597500,0.0,0.0,0.0
2021-02-10,325.87990969600844,326.3371291945749,320.53922020090334,323.7008361816406,28068700,0.0,0.0,0.0
2021-02-11,325.2378168655507,325.889609146408,323.0879265625289,325.48101806640625,22046100,0.0,0.0,0.0
2021-02-12,324.6346656886244,327.4655310813039,323.5840496183445,327.3001708984375,20346800,0.0,0.0,0.0
2021-02-16,328.0979422491272,328.9929359405729,325.24763063219325,326.4150085449219,27080800,0.0,0.0,0.0
2021-02-17,323.42843756210567,326.5316874843699,321.19099822754754,324.8487243652344,31360300,0.0,0.0,0.0
2021-02-18,321.24939318276284,324.7903878056951,319.4302229667962,323.428466796875,32236200,0.0,0.0,0.0
2021-02-19,324.78064579145286,324.90711518475683,320.9964499801201,322.01788330078125,39157700,0.0,0.0,0.0
2021-02-22,317.62081989915686,318.8854544739245,313.46695340150643,313.6712341308594,47256900,0.0,0.0,0.0
2021-02-23,308.3790983075503,314.4104994870459,302.54226994841684,312.7372741699219,97241900,0.0,0.0,0.0
2021-02-24,310.07178408388995,315.626520717087,307.36738800038074,315.3152160644531,58206300,0.0,0.0,0.0
2021-02-25,312.6497147382154,315.21790369184384,302.77572334768047,304.3224792480469,110182600,0.0,0.0,0.0
2021-02-26,307.2603810927203,310.4317043371497,302.42554037847304,305.5968933105469,104739800,0.0,0.0,0.0
2021-03-01,310.58736281642956,315.13037407570334,309.2935455574464,314.7898864746094,49164500,0.0,0.0,0.0
2021-03-02,315.43197266050504,315.5097839859518,309.4881492761715,309.7410583496094,48370000,0.0,0.0,0.0
2021-03-03,308.64181422529595,309.5854362094908,300.6940144494034,300.75238037109375,86301100,0.0,0.0,0.0
2021-03-04,300.38270654150955,303.55406012859896,291.9484746953091,295.8299865722656,139131600,0.0,0.0,0.0
2021-03-05,298.45649215180293,301.190071185903,289.3607912844124,300.2853698730469,121523700,0.0,0.0,0.0
2021-03-08,299.74064873353194,301.62789266299706,291.36481257956206,291.7831115722656,88409800,0.0,0.0,0.0
2021-03-09,299.10827232558137,305.19803945181667,298.5732415976992,303.29132080078125,80391100,0.0,0.0,0.0
2021-03-10,307.56194486055097,307.8635119497423,301.7348540684184,302.425537109375,76798100,0.0,0.0,0.0
2021-03-11,307.1825527860625,311.1613207490449,306.28758901910015,309.3908386230469,53484800,0.0,0.0,0.0
2021-03-12,305.3244878909301,309.57566963208285,302.92168863255216,306.8809814453125,69315600,0.0,0.0,0.0
2021-03-15,307.2020573713476,310.3247526829827,305.5580147705231,310.15936279296875,42955700,0.0,0.0,0.0
2021-03-16,312.3579258942571,315.38336461069946,310.422053617797,311.8617858886719,54925900,0.0,0.0,0.0
2021-03-17,308.8169102708622,315.0428553484,307.095026693163,313.1458740234375,78258700,0.0,0.0,0.0
2021-03-18,308.2526811938464,309.23522363422717,303.09682714438657,303.5540466308594,82718100,0.0,0.0,0.0
2021-03-19,303.3886946587645,306.1709324335651,301.2388038925456,304.6241760253906,78446200,0.0,0.0,0.0
2021-03-22,307.0250841137803,312.41148805524506,307.0250841137803,310.3367919921875,56194800,0.395,0.0,0.0
2021-03-23,311.4277130108413,312.7523841809288,308.1646951409459,308.9828796386719,53455400,0.0,0.0,0.0
2021-03-24,310.35632715833526,310.39529682492855,303.62575149264535,303.7718505859375,64803700,0.0,0.0,0.0
2021-03-25,301.921147875805,304.7653386118195,299.4081546689302,303.2458190917969,78729000,0.0,0.0,0.0
2021-03-26,303.0315781410878,308.11603470721366,301.62899710832727,307.79461669921875,63519600,0.0,0.0,0.0
2021-03-29,307.2588925911652,308.7588828431416,304.3562619361131,307.7069396972656,54608000,0.0,0.0,0.0
2021-03-30,305.7394063486457,306.73290987207395,303.45042155309784,306.1582336425781,44635700,0.0,0.0,0.0
2021-03-31,307.9504117698603,312.4114717853358,307.6094941254678,310.8432922363281,55032500,0.0,0.0,0.0
2021-04-01,314.6810394568856,316.27843908944794,314.42778121111564,316.14208984375,55685600,0.0,0.0,0.0
2021-04-05,318.63560149845483,323.2232912179565,318.39209310978487,322.45379638671875,42172500,0.0,0.0,0.0
2021-04-06,322.1421073984707,324.1875539508467,321.4505222172875,322.2297668457031,33537200,0.0,0.0,0.0
2021-04-07,321.75246067795484,323.84665640302546,320.81739687673485,323.00897216796875,32046400,0.0,0.0,0.0
2021-04-08,325.87266364329406,326.5642191440074,325.0739489945011,326.379150390625,29940800,0.0,0.0,0.0
2021-04-09,325.0155172729675,328.5610137660479,324.27527196655893,328.3564453125,36664900,0.0,0.0,0.0
2021-04-12,327.3141801520351,328.34665314046464,326.0381988224638,327.9278259277344,25833000,0.0,0.0,0.0
2021-04-13,329.4570639454483,332.22331537080146,329.24277539787875,331.75579833984375,30374000,0.0,0.0,0.0
2021-04-14,331.99933565747386,332.12596477278294,326.9538490907297,327.77203369140625,42564300,0.0,0.0,0.0
2021-04-15,330.6552074500008,333.12926126720356,327.4895980578653,332.7396240234375,36342800,0.0,0.0,0.0
2021-04-16,333.2655606605807,333.3434999877323,331.24930415383363,333.12921142578125,40860100,0.0,0.0,0.0
2021-04-19,331.5513362470671,332.71040897089307,328.15193851492404,330.0805358886719,34533100,0.0,0.0,0.0
2021-04-20,329.4180885542096,330.7037899761045,325.69727404922105,327.674560546875,38081800,0.0,0.0,0.0
2021-04-21,326.3888452334038,330.66486608547484,325.29793259214046,330.47979736328125,36598100,0.0,0.0,0.0
2021-04-22,330.09028032271107,331.07403410328135,325.33699132003903,326.49609375,45936100,0.0,0.0,0.0
2021-04-23,327.1291387763289,331.9213666844552,327.1291387763289,330.6064453125,36381900,0.0,0.0,0.0
2021-04-26,330.8499967585962,333.04157229743964,330.09997188343215,332.75909423828125,30812000,0.0,0.0,0.0
2021-04-27,333.0512527292267,333.26554127871526,330.3629406017197,331.3174743652344,33187200,0.0,0.0,0.0
2021-04-28,330.9863219363423,331.99932510146164,329.54474165233177,330.1973571777344,33615700,0.0,0.0,0.0
2021-04-29,333.47984724870344,333.8986745229467,328.15188277300246,331.38568115234375,37708900,0.0,0.0,0.0
2021-04-30,328.9311441997762,331.4246677285247,328.2979986073968,329.2135925292969,38263400,0.0,0.0,0.0
2021-05-03,330.42133574616025,331.1713307058267,327.01221910654147,327.46026611328125,29729700,0.0,0.0,0.0
2021-05-04,324.89865270773953,325.220100449212,317.739499638114,321.5674743652344,65147000,0.0,0.0,0.0
2021-05-05,323.6226255848476,324.4895296550848,319.7070216738567,320.4862365722656,46219300,0.0,0.0,0.0
2021-05-06,320.22329360508996,323.0577349282541,317.97327838286157,322.9018859863281,46814300,0.0,0.0,0.0
2021-05-07,325.68763328670195,327.9084288639651,323.0772301867019,325.5220642089844,53324500,0.0,0.0,0.0
2021-05-10,324.138820431184,324.3141393019935,317.0965485356091,317.3011169433594,60700500,0.0,0.0,0.0
2021-05-11,311.39857000929607,317.6615992490694,310.7362045357279,316.8628845214844,71963600,0.0,0.0,0.0
2021-05-12,311.91473660142003,314.2426610466102,307.7945644833921,308.6614685058594,91164900,0.0,0.0,0.0
2021-05-13,311.61280763356643,314.0283916680369,308.6712074655807,311.0478515625,69877800,0.0,0.0,0.0
2021-05-14,314.2232902791974,318.83045084251756,313.7167737106069,317.9148864746094,44370000,0.0,0.0,0.0
2021-05-17,316.2004946101347,317.8953033599445,313.10307526560547,315.9862060546875,39395000,0.0,0.0,0.0
2021-05-18,316.94078777909203,318.1680498261243,313.5803601767719,313.85308837890625,36528500,0.0,0.0,0.0
2021-05-19,308.4374288479534,314.51538792604606,308.08676135683356,314.21343994140625,66319100,0.0,0.0,0.0
2021-05-20,315.703753120585,321.14859716102853,315.4797444255875,320.29144287109375,46466100,0.0,0.0,0.0
2021-05-21,321.8498852299359,322.26871250475205,318.1583196331003,318.5187072753906,50330400,0.0,0.0,0.0
2021-05-24,320.8174358149622,325.00579804831074,318.4115716809087,323.87591552734375,32475800,0.0,0.0,0.0
2021-05-25,325.3953869146017,326.1161622112412,323.14537184928366,324.3239440917969,31280300,0.0,0.0,0.0
2021-05-26,324.9959994832713,325.9213134114198,324.30444406747336,325.45379638671875,25444900,0.0,0.0,0.0
2021-05-27,325.0057618561777,325.85316622125083,324.0317283836536,324.23626708984375,27931700,0.0,0.0,0.0
2021-05-28,325.444071430359,326.8564319091578,324.93758470648277,325.2590026855469,29927400,0.0,0.0,0.0
2021-06-01,326.59334841413437,327.07064493664905,322.8238443590104,324.1777648925781,31145400,0.0,0.0,0.0
2021-06-02,324.59665505033564,325.65834796945467,323.08691505643765,324.8109436035156,22047900,0.0,0.0,0.0
2021-06-03,321.9667367671701,323.24271817600186,319.7556915933097,321.4310302734375,37057800,0.0,0.0,0.0
2021-06-04,323.23305516298905,327.33372828399695,323.16486567715265,326.88568115234375,38736500,0.0,0.0,0.0
2021-06-07,326.349880047256,327.91808928441884,325.6583246536098,327.8596496582031,32611900,0.0,0.0,0.0
2021-06-08,329.61296360844045,330.4798677787051,326.33047513930075,328.01556396484375,27282800,0.0,0.0,0.0
2021-06-09,329.38898731823946,330.1682023832359,327.9084370795372,328.093505859375,21485300,0.0,0.0,0.0
2021-06-10,328.4344097097982,331.6194890528593,327.9863625526279,331.5123596191406,33702100,0.0,0.0,0.0
2021-06-11,331.5220266750678,332.38893075521617,330.86944087834667,332.3791809082031,21222800,0.0,0.0,0.0
2021-06-14,332.8077992712632,335.5740511777619,331.61947706898627,335.5643310546875,27827700,0.0,0.0,0.0
2021-06-15,335.2136803894513,335.52537829677493,332.65196709046756,333.3727722167969,35963800,0.0,0.0,0.0
2021-06-16,333.84030220378077,334.91174522323274,328.6876853116225,332.1552429199219,55399500,0.0,0.0,0.0
2021-06-17,331.14212621952623,337.3856836926101,331.09343644104797,336.3726806640625,59722700,0.0,0.0,0.0
2021-06-18,334.70715734034894,335.85650980835555,332.98309891319377,333.7331237792969,55414900,0.0,0.0,0.0
2021-06-21,333.92516242805885,336.1290410140969,331.7017912894409,335.8072204589844,32992600,0.397,0.0,0.0
2021-06-22,335.60245878783604,339.3860973229928,335.30016053205406,338.9375305175781,28941600,0.0,0.0,0.0
2021-06-23,338.8789724774016,340.2539561578063,338.26461490109114,339.1032409667969,27188500,0.0,0.0,0.0
2021-06-24,341.0438909463014,342.73090450473086,340.4978018481293,341.1999206542969,32581600,0.0,0.0,0.0
2021-06-25,341.76550312753426,342.0092939669336,340.17598209311075,340.78057861328125,28682800,0.0,0.0,0.0
2021-06-28,342.0677968529733,345.06155546342,342.009289433063,344.9250183105469,39130300,0.0,0.0,0.0
2021-06-29,344.7495484417086,346.20253252299455,343.91092212246735,346.17327880859375,29426000,0.0,0.0,0.0
2021-06-30,346.01719561542046,346.4072847599957,345.04203227322944,345.62713623046875,32724000,0.0,0.0,0.0
2021-07-01,345.2761206805745,346.2707766595966,343.92062923658386,345.7637023925781,29290000,0.0,0.0,0.0
2021-07-02,347.6652943142412,350.05445688935373,347.431264587893,349.732666015625,32727200,0.0,0.0,0.0
2021-07-06,350.33727615837716,351.52697691257424,347.63605400421443,351.2441711425781,38842400,0.0,0.0,0.0
2021-07-07,353.44800518820824,353.7503034776496,350.0251719475719,351.9852600097656,35265200,0.0,0.0,0.0
2021-07-08,346.9046612410065,350.7175541771128,345.6174680113335,349.8594055175781,50890000,0.0,0.0,0.0
2021-07-09,349.2742107822981,352.5214910914812,348.6891069198491,352.0436706542969,35184500,0.0,0.0,0.0
2021-07-12,353.44792436079086,353.876998562449,351.86813493125675,353.4186706542969,25717700,0.0,0.0,0.0
2021-07-13,353.03834271025534,356.39290659978997,352.56052225098057,353.4186706542969,39723000,0.0,0.0,0.0
2021-07-14,355.7688184642378,356.4124298221112,353.22365650137806,354.05255126953125,35336400,0.0,0.0,0.0
2021-07-15,353.9648107683849,354.1695867433972,349.5570532896719,351.5658874511719,53391600,0.0,0.0,0.0
2021-07-16,352.4240539150964,353.40897849203856,348.36737051813384,348.71844482421875,47262000,0.0,0.0,0.0
2021-07-19,345.2565188378335,346.35845801467576,343.29646104361393,345.86114501953125,64404600,0.0,0.0,0.0
2021-07-20,346.7973558955317,351.3318596384387,345.0127902534662,349.8788757324219,42183700,0.0,0.0,0.0
2021-07-21,349.44981192947427,352.580078125,349.2255136329902,352.580078125,30259900,0.0,0.0,0.0
