Date,Close,Volume,GOOGL_return,Days_from_cut,Cut_date
2020-08-03,73.6960220336914,45482000,-0.003487978030174421,-29,2020-09-01
2020-08-04,73.22583770751953,37212000,-0.006380050282183802,-28,2020-09-01
2020-08-05,73.51360321044922,29134000,0.003929835587256569,-27,2020-09-01
2020-08-06,74.79890441894531,33306000,0.01748385540043018,-26,2020-09-01
2020-08-07,74.47187042236328,27718000,-0.004372176292186447,-25,2020-09-01
2020-08-10,74.39483642578125,20546000,-0.0010344039453439313,-22,2020-09-01
2020-08-11,73.5856704711914,31098000,-0.010876641356649674,-21,2020-09-01
2020-08-12,74.91272735595703,22512000,0.018034175353272897,-20,2020-09-01
2020-08-13,75.38041687011719,22388000,0.006243124909040887,-19,2020-09-01
2020-08-14,74.78298950195312,21942000,-0.007925498331926795,-18,2020-09-01
2020-08-17,75.36004638671875,19990000,0.0077164190494223295,-15,2020-09-01
2020-08-18,77.32526397705078,28378000,0.026077712057756663,-14,2020-09-01
2020-08-19,76.77008056640625,30472000,-0.007179845009120167,-13,2020-09-01
2020-08-20,78.3426513671875,26382000,0.02048416243905038,-12,2020-09-01
2020-08-21,78.3088607788086,34838000,-0.0004313179065198458,-11,2020-09-01
2020-08-24,78.78499603271484,25638000,0.00608022194641733,-8,2020-09-01
2020-08-25,79.81383514404297,25150000,0.013058820373626823,-7,2020-09-01
2020-08-26,81.71641540527344,52188000,0.023837725098622364,-6,2020-09-01
2020-08-27,80.9405746459961,31350000,-0.009494307299574456,-5,2020-09-01
2020-08-28,81.48282623291016,22418000,0.006699379010906004,-4,2020-09-01
2020-08-31,80.99077606201172,26422000,-0.006038697890669131,-1,2020-09-01
2020-09-01,82.26065826416016,22652000,0.015679343548654634,0,2020-09-01
2020-09-02,85.35758209228516,49522000,0.03764769080962105,1,2020-09-01
2020-09-03,80.98977661132812,63726000,-0.05117067955644217,2,2020-09-01
2020-09-04,78.58917236328125,55850000,-0.02964083058985867,3,2020-09-01
2020-09-08,75.7258529663086,54032000,-0.03643401897320997,7,2020-09-01
2020-09-09,76.90030670166016,39242000,0.015509283677188623,8,2020-09-01
2020-09-10,75.84761047363281,33024000,-0.013689103115171575,9,2020-09-01
2020-09-11,75.33618927001953,30706000,-0.0067427464150774385,10,2020-09-01
2020-09-14,74.99175262451172,42660000,-0.004571994533374757,13,2020-09-01
2020-09-15,76.29840087890625,23042000,0.017423892743739344,14,2020-09-01
2020-09-16,75.1537857055664,22128000,-0.01500182389348459,15,2020-09-01
2020-09-17,73.90874481201172,40008000,-0.016566575879922274,16,2020-09-01
2020-09-18,72.12195587158203,63056000,-0.024175609327075187,17,2020-09-01
2020-09-21,71.08070373535156,56908000,-0.014437380734439453,20,2020-09-01
2020-09-22,72.55584716796875,33950000,0.02075307861483,21,2020-09-01
2020-09-23,70.04938507080078,37726000,-0.0345452805666433,22,2020-09-01
2020-09-24,70.71887969970703,34552000,0.009557466182316565,23,2020-09-01
2020-09-25,71.5240478515625,30326000,0.011385476626248225,24,2020-09-01
2020-09-28,72.49819946289062,30784000,0.013619917224900746,27,2020-09-01
2020-09-29,72.864013671875,31816000,0.005045838540743697,28,2020-09-01
2020-09-30,72.84313201904297,40924000,-0.00028658389484370606,29,2020-09-01
2020-10-01,73.95148468017578,32884000,0.015215609631434646,30,2020-09-01
2021-01-04,85.79198455810547,37324000,-0.015125648711912576,-28,2021-02-01
2021-01-05,86.48382568359375,20360000,0.008064169736273108,-27,2021-02-01
2021-01-06,85.63044738769531,46588000,-0.009867490124923162,-26,2021-02-01
2021-01-07,88.1881103515625,41936000,0.02986861615106684,-25,2021-02-01
2021-01-08,89.35560607910156,35484000,0.013238697630381546,-24,2021-02-01
2021-01-11,87.29098510742188,34796000,-0.023105668041152216,-21,2021-02-01
2021-01-12,86.35360717773438,29528000,-0.010738542227859416,-20,2021-02-01
2021-01-13,86.84168243408203,23432000,0.0056520540635098815,-19,2021-02-01
2021-01-14,86.0300521850586,29212000,-0.009346090797348494,-18,2021-02-01
2021-01-15,85.86602783203125,31444000,-0.00190659367118029,-17,2021-02-01
2021-01-19,88.69158935546875,41660000,0.03290662902172192,-13,2021-02-01
2021-01-20,93.4430923461914,64152000,0.05357332104715162,-12,2021-02-01
2021-01-21,93.64586639404295,58634000,0.002170027155140586,-11,2021-02-01
2021-01-22,94.0638656616211,32744000,0.004463616854365915,-10,2021-02-01
2021-01-25,94.14935302734376,50586000,0.0009088225868816302,-7,2021-02-01
2021-01-26,94.82878112792967,31462000,0.007216492506205263,-6,2021-02-01
2021-01-27,90.4048080444336,82512000,-0.04665221919838747,-5,2021-02-01
2021-01-28,92.10760498046876,55278000,0.018835247514692455,-4,2021-02-01
2021-01-29,90.82329559326172,44530000,-0.013943575967254596,-3,2021-02-01
2021-02-01,94.08921813964844,40252000,0.03595908434123163,0,2021-02-01
2021-02-02,95.38394165039062,66332000,0.013760593788977316,1,2021-02-01
2021-02-03,102.33028411865234,97882000,0.07282507252344472,2,2021-02-01
2021-02-04,102.06936645507812,48596000,-0.0025497599837764895,3,2021-02-01
2021-02-05,103.8188705444336,29866000,0.017140344357143178,4,2021-02-01
2021-02-08,103.60464477539062,28828000,-0.0020634569411086545,7,2021-02-01
2021-02-09,103.15087127685548,21892000,-0.004379856709309737,8,2021-02-01
2021-02-10,103.70205688476562,25102000,0.005343489600109885,9,2021-02-01
2021-02-11,103.81488800048828,20480000,0.0010880316081680608,10,2021-02-01
2021-02-12,104.12701416015624,18990000,0.003006564527300526,11,2021-02-01
2021-02-16,104.90584564208984,31004000,0.0074796294526962015,15,2021-02-01
2021-02-17,105.29949188232422,20294000,0.003752376598510798,16,2021-02-01
2021-02-18,104.66280364990234,22546000,-0.006046451137042497,17,2021-02-01
2021-02-19,103.81787109375,37938000,-0.008072901992752346,18,2021-02-01
2021-02-22,102.10066986083984,29466000,-0.0165405167224002,21,2021-02-01
2021-02-23,102.39191436767578,34658000,0.0028525229778892935,22,2021-02-01
2021-02-24,103.56935119628906,22608000,0.011499314529712423,23,2021-02-01
2021-02-25,100.1965789794922,41548000,-0.03256535044237785,24,2021-02-01
2021-02-26,100.49280548095705,40042000,0.002956453249022273,25,2021-02-01
2021-03-01,102.86608123779295,26060000,0.023616374779044547,28,2021-02-01
2021-03-02,102.60862731933594,25564000,-0.0025028067110077767,29,2021-02-01
2021-03-03,99.97093200683594,33892000,-0.025706369741123503,30,2021-02-01
2021-02-01,94.08921813964844,40252000,0.03595908434123163,-28,2021-03-01
2021-02-02,95.38394165039062,66332000,0.013760593788977316,-27,2021-03-01
2021-02-03,102.33028411865234,97882000,0.07282507252344472,-26,2021-03-01
2021-02-04,102.06936645507812,48596000,-0.0025497599837764895,-25,2021-03-01
2021-02-05,103.8188705444336,29866000,0.017140344357143178,-24,2021-03-01
2021-02-08,103.60464477539062,28828000,-0.0020634569411086545,-21,2021-03-01
2021-02-09,103.15087127685548,21892000,-0.004379856709309737,-20,2021-03-01
2021-02-10,103.70205688476562,25102000,0.005343489600109885,-19,2021-03-01
2021-02-11,103.81488800048828,20480000,0.0010880316081680608,-18,2021-03-01
2021-02-12,104.12701416015624,18990000,0.003006564527300526,-17,2021-03-01
2021-02-16,104.90584564208984,31004000,0.0074796294526962015,-13,2021-03-01
2021-02-17,105.29949188232422,20294000,0.003752376598510798,-12,2021-03-01
2021-02-18,104.66280364990234,22546000,-0.006046451137042497,-11,2021-03-01
2021-02-19,103.81787109375,37938000,-0.008072901992752346,-10,2021-03-01
2021-02-22,102.10066986083984,29466000,-0.0165405167224002,-7,2021-03-01
2021-02-23,102.39191436767578,34658000,0.0028525229778892935,-6,2021-03-01
2021-02-24,103.56935119628906,22608000,0.011499314529712423,-5,2021-03-01
